Release,Title,Synopsis,Directed By,Lead Actors,Music By,Notes
03/31/2006,Slither,"A small town is taken over by an alien parasite plague, turning residents into zombies and all forms of mutant monsters.",James Gunn,"Nathan Fillion,
Elizabeth Banks,
Gregg Henry",Tyler Bates,
04/07/2006,Lucky Number Slevin,"In New York, Slevin is mistaken by two rival crime bosses as a friend who owes gambling debts. He works with assassin Goodkat and recalls his past.",Paul McGuigan,"Josh Hartnett,
Bruce Willis,
Lucy Liu",J. Ralph,
04/07/2006,The Benchwarmers,"Gus, Richie, and Clark try and make up for rough childhoods by establishing a three-player baseball team to play against mean Little League squads.",Dennis Dugan,"Rob Schneider,
David Spade,
Jon Heder",Waddy Wachtel,
04/14/2006,Hard Candy,"After engaging in an online chat, a 14-year-old vigilante traps and tortures a 32-year-old fashion photographer she suspects is a sexual predator.",David Slade,"Elliot Page,
Patrick Wilson,
Sandra Oh","Molly Nyman,
Harry Escott",
04/14/2006,Scary Movie 4,"Cindy's house is haunted by a Japanese boy, so she tries to learn who killed him. Alien triPods led by a puppet invade Earth. She must visit a village.",David Zucker,"Anna Faris,
Regina Hall,
Craig Bierko",James L. Venable,
04/16/2006,Kinky Boots,"A drag queen inspires a man who, after inheriting his father's shoe factory, is forced to diversify its products if he wants to keep the business afloat.",Julian Jarrold,"Joel Edgerton,
Chiwetel Ejiofor,
Sarah-Jane Potts",Adrian Johnston,
04/21/2006,Silent Hill,Rose drives her adopted daughter Sharon to a town she cries for while sleepwalking. Rose fights a local cult and uncovers Sharon's psychic past.,Christophe Gans,"Radha Mitchell,
Sean Bean,
Laurie Holden","Akira Yamaoka,
Jeff Danna",
04/28/2006,RV,"Beverage company worker Bob, wife Jamie, and their two chilidren rent a large car for a road trip to the Colorado Rockies. They meet weird campers.",Barry Sonnenfeld,"Robin Williams,
Jeff Daniels,
Cheryl Hines",James Newton Howard,
04/28/2006,Stick It,"In Houston, after a run-in with the law, Haley must return to gymnastics in the elite program of coach Burt. Her attitude creates a sense of team spirit.",Jessica Bendinger,"Jeff Bridges,
Missy Peregrym,
Vanessa Lengies",Michael Simpson,
04/28/2006,United 93,"In 2001, the passengers and crew of a hijacked airplane decide to struggle against four al-Qaeda terrorists to regain control before an attack plan.",Paul Greengrass,"Christian Clemenson,
Cheyenne Jackson,
David Alan Basche",John Powell,
05/05/2006,Hoot,"Middle school student Roy moves to Florida with his family, where he is compelled to engage in a protest to protect a population of burrowing owls.",Wil Shriner,"Luke Wilson,
Logan Lerman,
Brie Larson",Jimmy Buffett,
05/05/2006,Mission: Impossible III,"Retired Ethan Hunt trains new IMF recruits while settling down with his fiancée Julia, but he must stop an arms dealer looking for the Rabbit's Foot.",J. J. Abrams,"Tom Cruise,
Philip Seymour Hoffman,
Ving Rhames",Michael Giacchino,
05/12/2006,Just My Luck,"In Manattan, a normally fortunate public relations employee, after kissing an unlucky band manager and custodian, realizes they have switched luck.",Donald Petrie,"Lindsay Lohan,
Chris Pine,
Faizon Love",Teddy Castellucci,
05/12/2006,Poseidon,"On New Year's Eve, a luxury ocean liner capsizes after being swamped by a rogue wave. A fireman, a gambler, an architect, and more try to escape.",Wolfgang Petersen,"Kurt Russell,
Josh Lucas,
Richard Dreyfuss",Klaus Badelt,
05/19/2006,Over the Hedge,A scheming raccoon fools a family of woodland creatures into helping him repay a debt to a bear by taking food from a new housing development.,"Tim Johnson,
Karey Kirkpatrick","Bruce Willis,
Garry Shandling,
Steve Carell",Rupert Gregson-Williams,
05/19/2006,The Da Vinci Code,Symbologist Robert and cryptologist Sophie look into a murder in the Louvre and Da Vinci painting clues to solve a code that leads to the Holy Grail.,Ron Howard,"Tom Hanks,
Audrey Tautou,
Ian McKellen",Hans Zimmer,Robert Langdon 1
05/24/2006,An Inconvenient Truth,"On the lecture circuit, Al Gore, former presidential candidate, campaigns to raise public awareness and take action on the dangers of global warming.",Davis Guggenheim,Al Gore,Michael Brook,documentary
05/26/2006,X-Men: The Last Stand,"The government develops a cure for mutations, while Jean becomes an uncontrollable persona called the Phoenix who allies with Magneto.",Brett Ratner,"Hugh Jackman,
Halle Berry,
Ian McKellen",John Powell,X-Men 3
06/02/2006,The Break-Up,"In a bid to keep their luxurious condo from their significant other, a couple's break-up proceeds to get uglier and nastier by the moment.",Peyton Reed,"Vince Vaughn,
Jennifer Aniston,
Joey Lauren Adams",Jon Brion,
06/06/2006,The Omen,"After his wife's miscarriage, U.S. diplomat Robert adopts newborn Damien, secretly the Antichrist. The child becomes evil as people die around him.",John Moore,"Julia Stiles,
Liev Schreiber,
Mia Farrow",Marco Beltrami,
06/09/2006,A Prairie Home Companion,"In Minnesota, a long-running live radio variety show prepares for its final broadcast, unbeknown to the audience. The Axeman is judging its fate.",Robert Altman,"Garrison Keillor,
Kevin Kline,
Meryl Streep",Garrison Keillor,
06/09/2006,Cars,"While travelling to a championship race, a hotshot racecar gets waylaid in the run-down Radiator Springs, where he befriends its strange residents.",John Lasseter,"Owen Wilson,
Paul Newman,
Bonnie Hunt",Randy Newman,
06/16/2006,Garfield: A Tail of Two Kitties,"Jon and Garfield visit the United Kingdom, where a case of mistaken cat identity finds Garfield ruling over a castle.",Tim Hill,"Breckin Meyer,
Jennifer Love Hewitt,
Bill Murray",Christophe Beck,Garfield 2
06/16/2006,Nacho Libre,"Berated all his life by those around him, a monk follows his dream and dons a mask to moonlight as a Luchador.",Jared Hess,"Jack Black,
Héctor Jiménez,
Ana de la Reguera","Danny Elfman,
Beck",
06/16/2006,The Fast and the Furious: Tokyo Drift,"In Japan, teenager Sean becomes a competitor in the world of drift racing after moving in with his father to avoid prison and training with racer Han.",Justin Lin,"Lucas Black,
Sung Kang,
Bow Wow",Brian Tyler,Fast & Furious 3
06/16/2006,The Lake House,"In Chicago, lonely doctor Kate exchanges letters with its resident two years prior, architect Alex, by using a house's magic mailbox. They fall in love.",Alejandro Agresti,"Keanu Reeves,
Sandra Bullock,
Dylan Walsh",Rachel Portman,
06/23/2006,Click,A workaholic architect finds a universal remote that allows him to fast-forward and rewind to different parts of his life. Complications arise when the remote starts to overrule his choices.,Frank Coraci,"Adam Sandler,
Kate Beckinsale,
Christopher Walken",Rupert Gregson-Williams,
06/28/2006,Superman Returns,"Superman returns to Earth after spending five years in space. While Lois has moved on and has a young son, Lex Luthor still plots to destroy him.",Bryan Singer,"Brandon Routh,
Kate Bosworth,
James Marsden",John Ottman,Superman 5
06/30/2006,The Devil Wears Prada,Aspiring journalist Andy becomes an assistant to the powerful editor-in-chief of the Runway fashion magazine. Andy slowly adapts to her philosophy.,David Frankel,"Meryl Streep,
Anne Hathaway,
Stanley Tucci",Theodore Shapiro,
07/07/2006,A Scanner Darkly,"An undercover cop with two addicted roommates becomes involved with the dangerous new drug Substance D, so he starts to lose his own identity.",Richard Linklater,"Keanu Reeves,
Robert Downey Jr.,
Woody Harrelson",Graham Reynolds,
07/07/2006,Pirates of the Caribbean: Dead Man's Chest,"Jack Sparrow races to recover the heart of Davy Jones to avoid enslaving his soul to Jones' service, as other friends and foes seek it as well.",Gore Verbinski,"Johnny Depp,
Orlando Bloom,
Keira Knightley",Hans Zimmer,Pirates of the Caribbean 2
07/14/2006,Little Man,Wannabe father Darryl adopts criminal Calvin as his son when he mistakes him for an abandoned baby. Calvin looks for a diamond for a mobster.,Keenen Ivory Wayans,"Marlon Wayans,
Shawn Wayans,
Kerry Washington",Teddy Castellucci,
07/14/2006,"You, Me and Dupree","When Carl's disruptive best friend Dupree loses a job and his home, Carl and new wife Molly let him move in. Molly's CEO father Bob mistreats Carl.","Anthony Russo,
Joe Russo","Owen Wilson,
Kate Hudson,
Matt Dillon",Theodore Shapiro,
07/21/2006,Clerks II,"After working at a Mooby's fast food restaurant, Dante wants to move to Florida with his fiancée, but he learns he got his manager Becky pregnant.",Kevin Smith,"Brian O'Halloran,
Jeff Anderson,
Rosario Dawson",James L. Venable,
07/21/2006,Lady in the Water,An apartment building superintendent rescues what he thinks is a young woman from a pool. She is actually a character from a bedtime story.,M. Night Shyamalan,"Paul Giamatti,
Bryce Dallas Howard,
Bob Balaban",James Newton Howard,
07/21/2006,Monster House,"Kids DJ, Chowder, and Jenny fear a house that a cranky man dwells in. They learn that it has eaten people since a Halloween accident so destroy it.",Gil Kenan,"Mitchel Musso,
Steve Buscemi,
Maggie Gyllenhaal",Douglas Pipes,
07/21/2006,My Super Ex-Girlfriend,"When regular man Matthew dumps G-Girl, who is a superhero, for her neediness, she uses powers to ruin his life as he falls for a co-worker, Hannah.",Ivan Reitman,"Uma Thurman,
Luke Wilson,
Anna Faris",Teddy Castellucci,
07/26/2006,Little Miss Sunshine,A family determined to get their young daughter into the finals of a beauty pageant take a cross-country trip in their VW bus.,"Jonathan Dayton,
Valerie Faris","Greg Kinnear,
Steve Carell,
Toni Collette",Mychael Danna,
07/28/2006,Miami Vice,Miami police detectives stern Sonny and urbane Rico go undercover as boat racers and smugglers to fight drug trafficking operations with weaponry.,Michael Mann,"Jamie Foxx,
Colin Farrell,
Gong Li",John Murphy,
07/28/2006,The Ant Bully,"In Las Vegas, after bullied Lucas attacks an ant colony with a squirt gun, a potion shrinks him. As he is punished with labor, an exterminator arrives.",John A. Davis,"Julia Roberts,
Nicolas Cage,
Meryl Streep",John Debney,
08/04/2006,Barnyard,Cow Otis learns the value of responsibility when he becomes the leader of his farm's community after greedy coyotes kill his adoptive father Ben.,Steve Oedekerk,"Kevin James,
Courteney Cox,
Sam Elliott",John Debney,
08/04/2006,Talladega Nights: The Ballad of Ricky Bobby,"A top NASCAR driver forms an unstoppable duo with his best friend. When a French Formula One driver rises, his talent declines after some trauma.",Adam McKay,"Will Ferrell,
John C. Reilly,
Sacha Baron Cohen",Alex Wurman,
08/04/2006,The Descent,A caving expedition goes horribly wrong as six female explorers become trapped and ultimately pursued by a strange breed of predators.,Neil Marshall,"Shauna Macdonald,
Natalie Mendoza,
Alex Reid",David Julyan,
08/09/2006,World Trade Center,"In 2001, a sergeant and volunteer officers of the Port Authority Police are dispatched to Manhattan in response to a tower having been hit by a plane.",Oliver Stone,"Nicolas Cage,
Michael Peña,
Maggie Gyllenhaal",Craig Armstrong,
08/11/2006,Half Nelson,"In Brooklyn, an inner-city middle school teacher with a drug habit forms an unlikely friendship with one of his students after she discovers his secret.",Ryan Fleck,"Ryan Gosling,
Shareeka Epps,
Anthony Mackie",Broken Social Scene,
08/11/2006,Step Up,"In Baltimore, Tyler Gage gains the chance to earn a scholarship for a performing arts school when he dances with a privileged modern dancer Nora.",Anne Fletcher,"Channing Tatum,
Jenna Dewan,
Mario",Aaron Zigman,
08/18/2006,Accepted,A high school slacker rejected by every school he applied to creates his own South Harmon Institute of Technology on a run-down piece of property.,Steve Pink,"Justin Long,
Blake Lively,
Anthony Heald",David Schommer,
08/18/2006,Material Girls,"Two wealthy sisters, heiresses to their family's cosmetics fortune, are given a wake-up call when a scandal and investigation strip them of wealth.",Martha Coolidge,"Hilary Duff,
Haylie Duff,
Anjelica Huston",Jennie Muskett,
08/18/2006,Snakes on a Plane,"An FBI agent takes on a plane full of deadly venomous snakes, deliberately released to kill a witness being flown from Honolulu to Los Angeles to testify against a mob boss.",David R. Ellis,"Samuel L. Jackson,
Julianna Margulies,
Nathan Phillips",Trevor Rabin,
08/18/2006,The Illusionist,"In 1889 Vienna, a magician uses his abilities to secure the love of a duchess, but after she dies, a chief inspector arrests him for his necromancy.",Neil Burger,"Edward Norton,
Paul Giamatti,
Jessica Biel",Philip Glass,
08/25/2006,Beerfest,"Two brothers travel to Germany for Oktoberfest, where they learn about an underground drinking game tournament that they join with three friends.",Jay Chandrasekhar,"Jay Chandrasekhar,
Kevin Heffernan,
Steve Lemme",Nathan Barr,
08/25/2006,How to Eat Fried Worms,"On the first day of the year at a new school, Billy squares off against bully Joe and accepts a dare to eat 10 worms on Saturday without throwing up.",Bob Dolman,"Luke Benward,
Adam Hicks,
James Rebhorn","Mark Mothersbaugh,
Bob Mothersbaugh",
08/25/2006,Invincible,"Vince Papale, a 30-year-old bartender from South Philadelphia, overcomes long odds to play for the NFL's Philadelphia Eagles in 1976.",Ericson Core,"Mark Wahlberg,
Greg Kinnear,
Elizabeth Banks",Mark Isham,
09/01/2006,Crank,"A hitman wanting to go straight lets a target slip away, learns he has been poisoned, and must keep adrenaline coursing through his body to live.",Neveldine/Taylor,"Jason Statham,
Amy Smart,
Jose Pablo Cantillo",Paul Haslinger,
09/01/2006,Crossover,"From Detroit, poor streetball player Tech and his friend Noah, who has a UCLA scholarship but will become a doctor, go on a fateful Los Angeles trip.",Preston A. Whitmore II,"Anthony Mackie,
Wesley Jonathan,
Wayne Brady",Matthias Weber,
09/01/2006,Idiocracy,"In 2005, a normal Army librarian and a prostitute are forgotten in a secret experiment. They wake up in 2505, when the world's population is idiotic.",Mike Judge,"Luke Wilson,
Maya Rudolph,
Dax Shepard",Theodore Shapiro,
09/01/2006,The Wicker Man,A sheriff investigating the disappearance of his ex-fiancée's daughter from a small island finds a larger mystery among its neo-pagan community.,Neil LaBute,"Nicolas Cage,
Ellen Burstyn,
Kate Beahan",Angelo Badalamenti,
